puzzle,solution,clues,difficulty,difficulty_range,result,time
137295648986437521254168937879542163345716289612389475421853796598674312763921854 0.440
327954816854716329619823574196345782485279631273681495761532948532498167948167253 6.191
617428593923756418458193762892531674365847921741269385239684157186375249574912836 2.059
639425178418976352572831649324569781196783524785214963867392415941658237253147896 0.734
572183946914625783683497251795348162436712895128569374269834517847251639351976428 3.127
382956471457128963961734582816347295795812346234569718623471859549683127178295634 1.034
873915642156324897942876135739241586581639274624587913415792368298463751367158429 168.124
917532468425689731863174925346791852159248673278365149591426387632817594784953216 0.650
863425917951367248427918635172649583689153724345782169716894352598231476234576891 23.494
389726451521483769764915238135264897648397125972158346416572983893641572257839614 3.102
125489376368752419497613852746598231289341765513276948874125693931867524652934187 0.392
179684532382519764645327891421895673793246158856173249237458916568931427914762385 2.712
152387469834965271967421538685794312273158946491236785748519623319672854526843197 1.713
945286137138579642672134589429361875586742913713895264361957428257418396894623751 7.071
576289341489731256321465798912546873865327419743918562638174925194852637257693184 20.095
591673842268914357473528916934752168756831294182469573345187629817296435629345781 1.351
697452318421387695583916742769524831314869527852731469945273186138695274276148953 0.607
516849237492137685387526914825914376671283549943675821139462758254798163768351492 4.610
781293645265481937934675812396527184127849563458136729873912456642758391519364278 84.272
325941678947638152861257349573486291294173586618529437186394725732815964459762813 0.995
189672534634195782527843169872931456453268971916457328368719245741526893295384617 4.316
167458329359672418482913675628349751913587246574126893841765932796231584235894167 0.192
528467193341529786976183452687294315213658947495371268859742631162935874734816529 5.726
356978241194362875287415639631894752942537168875621394418756923569283417723149586 10.424
315869427769254138248371596134782965896543271527196384683425719472918653951637842 3.775
958637124714928536362154987126795348893246715547381692479512863681473259235869471 0.972
867194235459632178312758964548916327693275481271843596126489753785321649934567812 16.837
897651324432798156516432897954187632761923485328546719275814963143269578689375241 3.771
598467321647231958231958467915672834472893516386145279769524183854316792123789645 0.736
738195624165243978942876315893721456516384297274659831427538169381967542659412783 8.966
364517829175829463982436517897265134453791682216348795749182356521673948638954271 0.461
398576241517234689426198357645982713281743596973615428859467132734821965162359874 10.011
791628345684735129325491678813574962256819734947362581532187496168943257479256813 3.088
498362571563178942217954836751693428642781395839245617374526189125839764986417253 2.106
643812957927365418815749362196423875358197246472658139584971623231586794769234581 3.280
472358169836719254159462837985237641217645983643891572721583496368924715594176328 0.843
834759612125863794679142835283974156796521348541638927912487563458396271367215489 0.085
345812679128796534679435218256987143784153962913624857432569781867241395591378426 129.324
148562793236794185759381624673915248912846537584273961861459372425637819397128456 1.936
372518469641739528958246731817653294563924187294871653435182976789465312126397845 19.349
721934658384567129695218347176853294542791863938426715819342576467185932253679481 10.999
237196485456783129819452376568917234943628517721534968685241793392875641174369852 0.441
532179864498653217176482953769324581825917346341865729254791638983546172617238495 1.067
261347859789265431453891726528614397374589162196723548615938274832476915947152683 0.960
654879312982431567371625489869517243547263198123948756216394875438756921795182634 2.052
956482371432179568817356429375694182294718653168235947789541236521863794643927815 0.521
843659271762138954591472638218943765634587192975261843186395427329714586457826319 14.242
645312798281749356973685214498537162367421985152968473739854621524196837816273549 5.185
497152863568937421231864957384576192719248635652319784943621578126785349875493216 1.519
968547231571382496243916578387294165415768329629135784856473912792651843134829657 3.001
148372956695841327237965184983716245516429738724538691479683512362154879851297463 19.745
476931852138542769592678413263489571857316294914725638741253986685194327329867145 2.991
948763215517298643326451798674182539289536174153947826891325467462879351735614982 42.812
715438269684295731932716485576941823329587146148362957453129678261873594897654312 1.879
234861579798235416516749382357612894162984735489357261645173928971428653823596147 0.332
842175639315296748697438512129387456463521987578649123754863291286914375931752864 0.696
917532684538674192462918375125349768673821459849765231794253816286197543351486927 0.665
261359487834726951957148263542671398618493725379582146483267519195834672726915834 2.929
528634179316759482749182563281597346673841295954326718497265831135978624862413957 0.409
925864371714923856368715249682547913197638425453291768871352694536479182249186537 4.115
165942837237658914498317526871429365649583172523761498356294781982175643714836259 3.541
971365842236849157485271963694712385517938426823654791359186274162497538748523619 28.111
249175368158396472736842159584231796327968514961754283472619835615483927893527641 1.291
958413672417962853632857941541289367263574189789136524125348796396725418874691235 5.048
157382964834619527296754381512438679643975812978126435761593248385241796429867153 11.896
531492678967385142284617953129573486856924731743861295678239514492158367315746829 2.507
357169824894352167126847953982574316645931278731628549413785692578296431269413785 1.971
573146289962738154148259736217465893385927461496813572731682945629574318854391627 1.801
516479238937218546842653917483561729261794385759832164175386492328945671694127853 10.712
497381562653729814812654793549132687376895421281476935768513249125948376934267158 28.335
175436928269781345834952176597143862682597431341268759913675284726814593458329617 1.126
745192368921386475683574912168435297239761584574829631857643129312957846496218753 9.446
532894671876512493941376852697253148315948267284167539163785924759421386428639715 0.256
612753984543981267987642153856419372179328546234567819468295731791836425325174698 16.117
534986721286471539719325864461539278925867413378142695197258346653714982842693157 8.886
453269187729481536168375294972816453541732869836594712317628945684957321295143678 6.508
695214378482736915371895246238547169567129483149683752956371824723468591814952637 1.375
632574918489621735715893264178342659253968471946157382521436897867219543394785126 0.515
816457932235981746794236185381625497469873251572194368158749623927368514643512879 1.172
861943725273516849594278163125739684649182537387654291412367958958421376736895412 111.211
312857964867194253495263718538412679971536482246978135189725346753649821624381597 8.604
756943128139862457248157693891324765367591842524786319975418236613279584482635971 3.467
257481369941263578386597214612934785574826193839175642725649831193758426468312957 0.139
173486259264935781598217436739862145416759328825143697687394512351628974942571863 0.320
239417685176258934485963721698574312312896547547132869921385476864729153753641298 1.007
214638957376925184589741362197563248625814793843279516761452839932186475458397621 0.096
739642158514798236862315749493281675681579423275436891328157964956824317147963582 1.238
638594712452817936719263548871425369596371824243689175125936487967148253384752691 4.417
438795162295316487167482953721548639654923718389671524543267891876139245912854376 5.989
143765928659281473287439165814356297925147386736928541598612734471893652362574819 3.289
627314985358796214491258763574631892183429657962587431245963178719845326836172549 9.985
832796154469512783715843296241389675678125349593674812124937568957268431386451927 0.999
938451627751629834264783591342598176816274953579136482185367249497812365623945718 53.164
832496175574138692691572384983624517247951836156387249768243951325719468419865723 2.752
186254379492378561573961482218637945734519628659482137321845796847196253965723814 8.845
784529163259316847163847952312675498847931625596284731631458279475192386928763514 3.141
354628791219573648876194253983246517645781932721935864198467325467352189532819476 9.719
459628731183754296726139485872465319935817642641293578517942863364581927298376154 2.821
845963127316782459972415386158346972239571648467829531624137895581294763793658214 50.861
165742893289536741374189625423918567516427938897365412941853276752691384638274159 0.479
523147986164589723978623415239875641687431259451962837392714568716258394845396172 0.056
591783426386421957724956318645279831132568794879314562957142683418635279263897145 0.633
649712358275893146183654297354267819896341725721985634932476581417538962568129473 3.344
294713685835296741671854293423685179189347562756921438917568324348172956562439817 2.788
645381297738925641912647583327164958491852376856793124263479815179538462584216739 1.506
934518276178263954562749138385671429647892315219435867723954681896127543451386792 1.465
396842571271953684845167329158629437967534812423718965714385296632491758589276143 0.715
824317569153962748769548132647283951238195476591476283382751694915634827476829315 4.003
376415829125893467948726351831569742567342198492178536719654283684231975253987614 0.284
947361852385492167612578349491786523856123974273945681128637495569214738734859216 4.780
584329176972651834613478529197246358825793641436815297359187462268934715741562983 7.281
479213586351698274862547931936184752547962813218375649125736498783429165694851327 1.591
426895371781632459935147286264918537598763142173524698359276814647381925812459763 27.412
573849216486125937921376458694251783718934562352768194269413875137582649845697321 146.520
723514968164798235895236417279641853631852749458973126512387694986425371347169582 14.330
453689271768132495129745683235497168614258937987361542841923756576814329392576814 0.911
174986325562713948938254716689172534713548269425369187256491873891637452347825691 15.308
432659187195847263687312954729168435318425796564973812873296541951734628246581379 2.797
387524196659137428214689735573891264192463587468275319935716842846352971721948653 14.732
329871465147526893568943172471638529692415738835297614256189347784362951913754286 28.079
956483217173592468482761953817359642369214785245876139524637891698125374731948526 0.386
763289514819435627245671938471592863982316475356748192194827356628153749537964281 8.886
758693142916274358324851967145736289869125734273948516437562891591487623682319475 5.071
617492538859713642234856179186239457793564821542178963961347285325681794478925316 1.543
382679541591348627764251389147582963625934718938716254873465192216893475459127836 3.889
837492156245631879619578432578316294321954687496827513962785341153249768784163925 3.783
421759683367281495859346172578462319132975846694138257286594731715823964943617528 31.120
865297314937415268142386795586721943729643851314859672691532487473168529258974136 12.623
194265873753498621682173954246517389517839246839642517475986132368721495921354768 1.074
347296815182354976965187243856412739473869152219573468624931587531728694798645321 0.534
934816257687259431215347968196734825348521679572968314823475196451692783769183542 7.094
679832451358147629421659387863291574542783916197465238914528763286374195735916842 8.316
473986152692415738518273469925631874837594621146827593781369245259748316364152987 2.317
176589234825346197943712856698453721514927368732168945367894512259671483481235679 3.443
435926781176384592892571463941258637267493158358167249623815974589742316714639825 0.335
918372654264951738537684129679843512182567943345129867426718395753496281891235476 0.503
237581964968234715145769283721493658359876142684125397813942576492657831576318429 0.844
923684157845172693167935482758469321496213578312857964679348215531726849284591736 0.783
251678439978345126364219758187462395695831247432957861813526974529784613746193582 0.253
285496713471235896693817524834152679952673148167984352346521987528769431719348265 1.261
843571269269843751715962384584236197621789543937415628472358916198627435356194872 433.379
259614387486937215173852496741293658625148739398576142564781923817329564932465871 2.226
461859723572463981398217654187596342649132875253784196914375268826941537735628419 4.341
397415682215836974648927351852743196971268543436591827769182435124359768583674219 1.486
186472395523819764749653812964538127837241956215967483398725641472196538651384279 5.503
769132584423586719581947362958723146274619835136854297395261478612478953847395621 9.016
149723685365189724278645391516297438937418256824536179692354817453871962781962543 6.746
246197358351428796789563124194876235573249681628315947812634579935781462467952813 26.555
928573146741269835653418279192784653834625791567931482279346518386157924415892367 31.904
128357469943286571657149283496512738732968145581734692879621354314875926265493817 0.818
321856479648972531957413268489365712275148396136729854793684125514297683862531947 1.123
352196487618247953479853126785914632193628745246735819567482391831569274924371568 13.206
157624398629378154348951267584196723273845619916237845465782931792413586831569472 0.142
439518627578642931621793584712435869954186273863927415296351748147869352385274196 7.300
856147392193628754247935168782593641465271839319486275531864927624719583978352416 5.165
317896425968542371254371896425187963871963254639425718186239547542718639793654182 7.653
768539241431682795259147683815463927672895314394721568143956872586274139927318456 0.671
312879645694153827875426931269587314431962578758341269127695483986734152543218796 0.377
692831745385247169417596328561783294839412576274965813126359487743628951958174632 0.270
623951478791824563584763129158247396362198754479536281916475832247389615835612947 10.484
723619584159847632846325719517498326692753148438261975375984261281576493964132857 3.753
396257481471986325285341796859463172634712958127598634712834569948675213563129847 3.281
358297146749816253612543897184325679597684321236179485871932564925461738463758912 1.281
476592318298314765513876294834129657721465983965738142152643879387951426649287531 3.863
984271536531986427276543198369154782712398645458627913625439871843715269197862354 6.268
179683452643215798582497631924571386857346129316928547468152973791834265235769814 11.965
162453798539871642748269315695132487381547926274986153413725869856394271927618534 8.887
263814975587926314491735268854261739329487156176593842945378621632149587718652493 3.231
852641937437859621196372485945137862671428593283596714529783146768214359314965278 10.570
168354927532796841947821563371268459654139278289475316496587132825613794713942685 6.153
461598732389672154257341896975864213138725469642139587896257341523416978714983625 0.999
415896723782435916693271584256943871937168452841752369568319247324687195179524638 4.799
478621395392458761516397482834169527927583614165274839253716948749832156681945273 7.982
357461298869237154412589637571346829986152473243798561728613945694875312135924786 0.376
738491256621758394945632871857926143219347685463185729382569417194873562576214938 2.220
689132547734589162125476983413265798958741236267893451892657314576314829341928675 2.793
257394681146728935983615247732569814468132759519847326895271463624953178371486592 5.167
915243867374568192826971453782456319653192784149387625468725931237619548591834276 1.194
546123879819675243732948561624317985985264317173589426491856732257431698368792154 4.863
962148537541793862378625491635987124729514386814362975156879243497231658283456719 2.552
746351829158294673293876541631948257489725316572613984364182795925467138817539462 18.237
287541369631897254954632718849715632125463987376928541798156423512374896463289175 1.453
563981472891742653742365918956423781428517396317896245674258139135679824289134567 1.859
863291745425783961179456823932875614781634259546129378218347596354962187697518432 13.615
986571423572634819134982675427396581395148762861257934743815296259763148618429357 5.063
129758643876493215543261798938612574614375829257849136761534982392186457485927361 5.261
392641785476958123581237649215379468648512937739864251827495316964183572153726894 8.081
489753126351642798276819543547368219128594637963271485815436972634927851792185364 18.134
293864175761523894548179236175296483824317659936458712417635928389742561652981347 7.779
274586391815932764369147258641298537958374126732615489427863915183759642596421873 13.728
781964352629385147534172896416827935892513764375496281963251478247638519158749623 28.078
482561397137498526659237148765914283348752961921386475514679832273845619896123754 3.165
368971542517642938294853716975264381142538697683719254739486125451327869826195473 1.745
381246975627395814945871623416957238593428167872613459264739581759182346138564792 0.586
387245169129673584654918372245781693876392451913564728562439817491857236738126945 9.495
291746583568239741374158692756983214942671358813524967135497826689312475427865139 4.230
274596831981342765365718924416987253539624187827135649198253476743861592652479318 6.652
913586724547912386628473519174259863386147952295638471731864295452791638869325147 5.681
734819256692745183581623749315987462947162538826354971259436817173598624468271395 1.168
915264837468573921732891645674389152859712463123645798287956314391428576546137289 7.800
936185742147296358852743916714862539589317264263459871425678193698531427371924685 85.197
369258471541739286782146395953472618178693542426581739235914867817365924694827153 48.375
135678924284195367796432815917324658653781249842956173578269431321847596469513782 1.429
514932786286175943739684512358749621642513879197268435963827154471356298825491367 5.079
759421386846793215312568497983176542165842739274359861538617924627984153491235678 2.179
726534198139826574485197326578642931913758462642319857851273649397461285264985713 1.160
475198326692357418813246759924531867758624931361879245549713682187462593236985174 6.661
896271453743596128125384697914853276357642981268719534631927845579468312482135769 25.236
219468357857139624643257819125793486786524931394681275538916742971342568462875193 3.013
267148539415293678389657241153764982846529713972831465534916827791482356628375194 2.346
481395627529786413673241958967854132814623579235179846198432765356917284742568391 1.145
295386741746291538813457629457139286981625374632874195568742913124963857379518462 0.659
592748361716593248834216795365172984249385617178964523457621839921837456683459172 21.771
315246987689571342427398651854132769931867425276459138793625814568914273142783596 0.885
324169875876532149519487623795348216683291457241675398467923581952816734138754962 1.677
273865491941237865685194723597386142364721958128549376439612587852973614716458239 4.126
269378145371945628458162397947651832683729514125483976796514283814236759532897461 0.795
946832517123657489857149362371268954485793621692514738568471293234986175719325846 3.336
152637489783194265496285713921346578365978142847521396679452831534819627218763954 0.494
478295316931684752265731489792148635153962874684357921317426598549813267826579143 8.754
279586413186394257534127986841953762652471839793862541415739628327648195968215374 0.581
629813574817254369453967218298635147175489632364721895936578421781342956542196783 7.015
932754681814369257675821934543197862169582743728643519351276498487915326296438175 0.039
461853972852719643739264581376928154184576239295341867627135498943682715518497326 4.565
541897632862143957793265481615724398934581726287639514458372169329416875176958243 4.354
362194587597683421184725936645879213729316854813452769438567192971238645256941378 10.979
379416852415728639862395741243957168681234597597861423954172386136589274728643915 12.122
153986427768254391942137865471369258639825714825741936314572689586493172297618543 9.610
574836921128957643936412785849521376351678294762394158415769832287143569693285417 1.340
128967435753241689649583127472815396986324571531796842895132764314679258267458913 0.283
523941687796385241184276935238759416675134829419862573357498162942613758861527394 37.583
198346257764528193523917648217435869356891472489672315872154936945263781631789524 19.899
657932481981764235432185976714693528368251749529847163145376892296418357873529614 5.935
354892617728156934196374285241769358987235146635418792473521869819647523562983471 4.964
638219745412657389795438162329765814541823976876941253953176428184592637267384591 17.979
437829156591367824826154379182436597649785213753912648314578962965243781278691435 23.956
564871932921354768837269415376145829152938674489627351698513247245786193713492586 11.824
768135429459287316312946587537621894841593762296874135984712653623458971175369248 42.002
417268593263195748589437621134872965926351487758946132691783254375624819842519376 1.876
894573216723618954516942387479285631681439572352761498148356729937124865265897143 0.406
164893752973625418852714396531478269649251837728936145495382671387169524216547983 8.219
127986345364157928895234671243518796951762483786493152632849517579621834418375269 0.293
842593167537216984169847532653481279984732615271659348318924756725168493496375821 1.032
246719538578364912391258764957841326614523897823697451462985173135476289789132645 0.408
492315768157846239386297145928561374634782951571439826845123697219674583763958412 0.869
492783165531269478687145239124896753758431692369572814946327581813654927275918346 1.512
168945372472813956593267481847192635219356748356478219625731894784529163931684527 1.322
593286147162473985748591623674159238935827416821364759289615374416738592357942861 1.537
124839675863725941795641823482163597317958462956274318641587239539412786278396154 0.698
274519863163782495859643712487965231912834576635271984398456127746128359521397648 7.487
273865194469317285185942367542671938698423751731598426817259643956134872324786519 3.285
473256189269871345185394726591742638826135974734968512648513297912687453357429861 0.346
837912564246385917915647832784561293152439678369728145623154789591873426478296351 9.848
197432586843695172625817394351749268978256413264381957586123749412978635739564821 0.440
796458213432791865851362947643187529285943671179625438364879152518234796927516384 0.593
193642758647859231528731694436298175279315846851476329714563982362984517985127463 0.545
147823659852961473396457821435172986218695347679384215783219564961548732524736198 15.640
659423187837951426214687953321864795785319264496572831173296548948735612562148379 3.075
592874316368192574741536829126983745437265198985417632859321467273648951614759283 16.338
427168539956473812813592467132986754648257193795341628271835946584629371369714285 0.171
932514678748623519561789342217846935893175426654932781476251893185397264329468157 0.378
617835249432769158859214376326581497975342861148697532293156784784923615561478923 0.453
849765321632189754715432986358971642971246835264853197187594263423618579596327418 10.996
396785142751462893482913657263154789175298364849637521918346275537829416624571938 9.196
793581264624937581815462793987324615436715928152896437569148372341279856278653149 1.446
962571843147683952853492716314729685725846391698315427481237569579164238236958174 40.542
351497862672138594948562731437821956196354278285976143864715329523689417719243685 14.765
917248563624153978583697124761825439849376215235419786392784651476531892158962347 33.307
328461957546973128917528364184359672769842531253617489431785296675294813892136745 1.633
541736892832149756796825134619584273354271689278693415467358921185962347923417568 6.331
816254397953176482274938561648723159597461238321895746769342815482519673135687924 0.643
893162754257948613416753928769235481125894367348617592532489176674521839981376245 2.110
518462937467935182329178465853246719791583246246791358175624893682319574934857621 29.890
175468923863259471942137856218576394497823615536941287789614532324795168651382749 0.687
193628574547193826862475931726951348319864257485732619951387462278546193634219785 2.923
741256389682913475593478621925764138874391562136582947269147853417835296358629714 0.361
495178236127634985683925174376892541819457362542361897964213758258749613731586429 5.125
387421569642958137195637248574163982963285471821749653459872316716394825238516794 6.039
451968372639271845728453961973685124185724639246319758564897213817532496392146587 35.030
197843562263759418485261973972138645814625397536974821648517239729386154351492786 7.538
634971258978325164521468937412659873395784612786213549147592386869137425253846791 21.216
572846931683219457194735862756492183329187546418653279967528314831974625245361798 21.801
652378149389412567174695823845963271923751486716824935498136752267549318531287694 28.427
567312849912478563348965127753246918496581732281793456129657384834129675675834291 10.992
798364521365192784214758936587649213941283675632571849179835462853426197426917358 1.953
789425136264139857351768924196587342832694571475312698647853219913246785528971463 3.384
836149752972835416541762839318927564427356981659418327293571648184693275765284193 35.513
816257394724931568359846217275194836981673452643582179597418623432765981168329745 1.456
849356712613728549275491386368917425754862193192534678531279864987643251426185937 2.605
731692485952784136468153792189365274276418953543927618315276849694831527827549361 0.925
674513289825749163319286457147628395593174628268935714756492831432851976981367542 75.543
251348967739162584468579132916724358345981276827635419174256893583497621692813745 0.134
634875219857912634129436785516289473972364158483751926398627541245198367761543892 26.275
971254683523186794486379215852947361619523478347861529738492156165738942294615837 4.595
769482351125637948483195672851763294936214785274958136518329467342576819697841523 13.030
412659783593781462786243591324965817867312945159874236638597124271438659945126378 47.373
328597641159462738746318925874925163513876294692143587461739852987254316235681479 2.000
975312486381649572642785913456123897728596134193478265239864751867251349514937628 59.354
735481269164259783829376145947625831216834957583197426352718694691542378478963512 4.077
716348925254796381893512674142987563368251497579463812687135249425679138931824756 3.343
567938142248761593319542786985327461436195827172684359651879234823416975794253618 1.919
359867214864521397127943856693485172785312649241796583416278935938654721572139468 5.259
296874315813659274475231896932716548681542937547983162154327689768195423329468751 0.172
325671498418935627967842315546318972831297564792456831259183746184769253673524189 2.741
315768924467921853829453716198246375653197482274835169941572638732684591586319247 12.861
431795826697428315825136497173862549954317682286549731748251963562983174319674258 55.544
357962184482751639196483725578346912643219578219875463734698251865124397921537846 1.616
685913742392574861174826953849632175267185394513749286938461527726358419451297638 1.630
126853974735469128894127536513784269648392751279516483381245697957631842462978315 0.883
498521736635784129721963584863412957542379861917856342379645218256198473184237695 11.743
379862415851934726462517398623481957945273861187659234738195642594726183216348579 17.518
136482597548197623927653184394716258675248931812539746481965372769324815253871469 1.187
279865341461739285835421967948512673156347892327986154713694528592178436684253719 40.279
789536214361924758425178396158247963273619485694853127517362849942785631836491572 1.061
925718346316954782874362591437685129568291437192437658681549273259173864743826915 96.809
894263751527918436136574289945731628378652914612489573253846197761395842489127365 15.288
537294681621837594498561273369125748742389165815746329186973452273458916954612837 15.101
873951462521746938649328175715894623236175894984263517492517386168432759357689241 8.870
876259413129348576354617892741963258692581734538724169287196345463875921915432687 11.365
346519872197628453285374196739846521468251739521937684913765248672483915854192367 17.997
615348972839725164274916835147853629382469751956172348428631597593287416761594283 1.736
792156348684923517135874692549382761267591834318647259821465973476239185953718426 1.066
429617835618345279357982461836521947542739618791468352265193784973854126184276593 6.735
398642715741835629652179348574396182269418537813527964426751893135984276987263451 3.463
786945231324716859915823764469572183173489625258361497542697318891234576637158942 1.848
748139625392576481516284793861943257259617348437852916925761834173498562684325179 13.192
761492385392815674584376912843169257216758493975243861437681529158924736629537148 28.172
941856327657392814832741695495287136768513942213469578126975483389624751574138269 1.660
238957641796143285145862937472691358389275164561438792613784529857329416924516873 3.511
294183675673245981851697432432976518189534726765821349328769154917458263546312897 21.137
867352914914867352235194678489526137671938245352471869746219583598643721123785496 9.567
167498523985327641432516978741683295526179834398245716814752369679831452253964187 0.360
271943856896125734453786219649871325317562498582394671964257183128639547735418962 8.292
678914325541832769239567841412689537783251496956743182827395614394176258165428973 30.158
395168742847239561126574839634952187951387426782416953518693274469725318273841695 46.348
234618975517934268869275341695421783473859612128367459756193824982546137341782596 1.679
274135698581946273639278154423691785965827341817354926342519867156782439798463512 1.474
237158694849623157156479832964231578325987416781546329418795263672314985593862741 1.326
412398756639275418587614932724851369856739241391426875163942587948567123275183694 53.730
